keyword,pagenumber,title,location,region,salary,worktype,advertiser,classification,jd,url
Data-Analyst,3,b'Data Insights Analyst\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'Full-Time Salary',b'Full Time',Hays Information Technology - ,b'Information &amp; Communication Technology',"['\n', <p>Data Insights Analyst required to develop predictive models to identify talent solutions for the business.<br/>
<br/>
<strong>Your new company</strong><br/>
This Australian based company provide innovative business solutions for commercial organisations to retain ongoing profitability, ensure safety standards are upheld, and maximise service inefficiencies.<br/>
<br/>
<strong>Your new role</strong><br/>
Sitting within the HR function, a Data Insights Analyst is required to develop predictive models and scorecards using a wide range of descriptive and inferential statistics to identify talent solutions for the business. You will also be responsible for preparing
 proactive analytics and bench marking reports for HR teams, senior business leaders on trends associated with key human capital factors. As the SME you will be consulting on HR and business data to determine the proper approach for analysis, success measurement,
 and connection points based on desired outcomes.<br/>
<br/>
<strong>What you'll need to succeed</strong><br/>
This position would suit someone with around 3-4 years’ experience within data analytics who is very proficient with Excel and predictive modelling who can confidently present data back to the business to provide meaningful insights. Experience with programming
 languages such as Python or “R” would be advantageous but not essential.<br/>
<br/>
<strong>What you'll get in return</strong><br/>
You will be joining a dynamic team with an opportunity to bring new business insights to the organisation.<br/>
<br/>
<strong>What you need to do now</strong><br/>
Please contact Ross Haughton at Hays on 02 9249 2255 or email your latest CV to Ross.Haughton@hays.com.au for consideration.</p>, '\n']",https://www.seek.com.au/job/33384146?type=standout&tier=no_tier&pos=56&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0033884&ref=beta
Data-Analyst,3,b'Data Analyst\r\n    ',b'Sydney', Ryde & Macquarie Park,,b'Full Time',Assetlink - ,b'Construction',"['\n', <p>Assetlink Group is an Australian owned integrated facilities services provider and global asset management technology company We provide both individual services and tailored integrated solutions through our two divisions, Assetlink Services and AssetFuture.</p>, '\n', <p>Our AssetFuture division is a global leader in asset optimization, using our leading edge asset condition and cost based technology, with a “Whole of Life Planning” approach that includes operation, maintenance, renewal and disposal. Our vision is to improve
 communities by enabling a range of organisations to make significant cost savings, enabling evidence based decision making and improvements to be made to the services they provide.</p>, '\n', <p>We are looking for building data analysts to join our team on a full-time basis, for a 3 month contract with possibility for extension, to be data stewards as a pivotal, frontline role in the data governance framework. The data analyst will be responsible
 for cleansing, transforming, validating or analysing data with the purpose of understanding or drawing conclusions from the data in order to drive clinical and operational decision-making for clients and management.</p>, '\n', <p>With a firm grasp of the technology, the intention would be for the role to evolve into presenting data in charts, graphs and tables as well as designing and developing algorithms for relational databases to operate autonomously.</p>, '\n', <p><strong>Analytical Skills:</strong> Data analysts work with large amounts of data: facts, figures and number crunching.</p>, '\n', <p><strong>Communication Skills:</strong> Must communicate methodology and findings well with team members and ancillary resources.</p>, '\n', <p><strong>Attention to Detail:</strong> The conclusions drawn from this data analysis will drive critical business decisions and recommendations. Accuracy and attention to detail are paramount.</p>, '\n', <p><strong>Math Skills:</strong> Understanding of basic statistical methods.</p>, '\n', <p><strong>Programming Skills:</strong> This role requires an understanding of programming logic, although no experience with a specific programming language is required. Familiarity with SQL, Tableau will be an important part of the data analyst role.</p>, '\n', <p><strong>Overall Knowledge/Skills/Abilities:</strong></p>, '\n', <ul>
<li>Must be comfortable working with clients, team members, and other stakeholders in the organization</li><li>Have the ability to interpret their intent and application</li><li>Demonstrates the ability to handle a variety of responsibilities under pressure</li><li>Must be able to function independently</li><li>Demonstrates good communication skills</li><li>Background knowledge in building fabric and services preferable</li></ul>, '\n', <p>If you're able to adapt on the run, execution driven individual with a commitment to improving society, please submit your cover letter and resume by clicking the 'Apply' button below.</p>, '\n', <p></p>, '\n', <p></p>, '\n']",https://www.seek.com.au/job/33271205?type=standout&tier=no_tier&pos=57&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0033884&ref=beta
Data-Analyst,3,b'\r\n          DATA / COMMERCIAL ANALYST\r\n        ',b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',Partners in Performance International Pty Ltd - ,b'Information &amp; Communication Technology',"['\n', <ul>
<li><strong>Global Head Office Based Role </strong> </li><li><strong>Opportunity to Contribute and Make a Real Impact </strong> </li><li><strong>CBD Based </strong></li></ul>, '\n', <p> </p>, '\n', <p><strong>Partners in Performance (PIP)</strong> is a fast-paced global management consulting firm with its Head Office located in Sydney CBD.  As a Firm we are about Unleashing Potential in our clients and our people. We assist organisations to deliver rapid
 and sustainable improvements in performance. We take a pragmatic 'at the coal face' approach to performance improvement. Our work spans strategy to procurement, revenues to costs, organisational culture to production debottlenecking and safety.</p>, '\n', <p> </p>, '\n', <p><strong><em>ABOUT THE ROLE </em></strong></p>, '\n', <p>Due to an internal promotion we are currently recruiting for the position of commercial Business Data &amp; Reporting Analyst (not financial).  You will assist with day-to-day analytical challenges across all of the business and with specific strategic initiatives.</p>, '\n', <p><strong>The role has the key following activities: - </strong></p>, '\n', <p>*Undertaking analysis of data <em>(non-financial)</em>, producing meaningful insights for multiple areas of the business</p>, '\n', <p>*Preparing reports as required including:</p>, '\n', <ul>
<li>Creating and updating KPI documents for relevant Departments and individuals </li><li>Producing and maintaining the weekly ""mass balance"" staffing report </li><li>Support creation of weekly/monthly Director reports</li></ul>, '\n', <p>* Assisting in measuring progress of ideas and regularly reviewing in consultation with the relevant Heads of Department and escalating quickly to ensure delays/bottlenecks are effectively managed</p>, '\n', <p>*Working with Department Heads to identify and implement process improvements</p>, '\n', <p>*Providing general support with any ad-hoc reports or analysis as required</p>, '\n', <p> </p>, '\n', <p><strong><em>THE CANDIDATE REQUIREMENTS</em></strong></p>, '\n', <p>The role will appeal to a results-driven, commercially astute individual who possesses excellent analytical skills; sharp attention to detail and problem solving capabilities coupled with superior communication and interpersonal skills. Your other strengths
 include your strong relationship building with the ability to deal with ambiguity and changing priorities in a fast-paced environment.</p>, '\n', <p>In addition you will have the following;</p>, '\n', <ul>
<li><strong>3 years prior experience in a Business/Commercial Analyst </strong>role post Degree and are reading for the next step
</li><li><strong>Degree qualified in a Commerce/Finance related discipline with excellent academic results </strong>
</li><li>Strong analytical and problem solving skills </li><li>Good relationship building/stakeholder management skills </li><li>Strong systems aptitude – able to grasp new systems and concepts quickly </li><li>Advanced Excel essential </li><li>Intermediate PowerPoint essential </li><li>Professional Services industry sector experience would be highly regarded </li></ul>, '\n', <p> </p>, '\n', <p><strong><em>JOIN US </em></strong></p>, '\n', <p>PIP is committed to attracting, developing and retaining highly talented people and supports a rewarding and values-driven workplace culture. To attract talent we offer a competitive remuneration package.</p>, '\n', <p> </p>, '\n', <p><strong><em>INTERESTED?</em></strong><br/>
<br/>
<strong>Application Process</strong>:  Please forward a cover letter, CV and academic transcripts to our Application Portal only addressing how to demonstrate ""<em>The Key Requirements""
</em>stated above. Closing date for applications 7/5/2017. </p>, '\n', <p>to <em><strong>http://www.pipint.com/en/careers/join-pip/apply-now</strong></em></p>, '\n', <p><em>Australian Citizen/Permanent Residents Only.</em></p>, '\n', <p><em>No calls or unsolicited applications from agencies please, including from existing suppliers. Thank you.
</em><br/>
 </p>, '\n']",https://www.seek.com.au/job/33375341?type=standard&tier=no_tier&pos=58&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0033884&ref=beta
Data-Analyst,3,,b'Sydney',,,b'Contract/Temp',Peoplebank Australia NSW - ,b'Information &amp; Communication Technology',"['\n', <ul>
<li><strong>3-6 month contract</strong></li><li><strong>North Ryde location</strong></li><li><strong>IBM Data Analytics focus</strong></li></ul>, '\n', <p>We are looking to hire an experienced <strong>IBM</strong> <strong>Data Analytics Consultant</strong> for one of our premier clients. This role plays an integral part of a multi-disciplinary team to ensure that goals and objectives of new business development
 requests are accomplished within prescribed time frames. The incumbent must consistently aim to deliver quality services and/or solutions that meet business requirements and ensure that goals are accomplished in line with business objectives.</p>, '\n', <p><span><strong>Job Requirement:</strong></span></p>, '\n', <p>Define and present to client, projects that are technically valid and deliver business benefit to client; Shape and scope project to meet client requirements; Maintain and control all project detailed cost; Provide weekly status reporting on all active projects
 to sponsor; Provide all Input to monthly invoicing; Provide a monthly cost breakdown of actuals; Contribute to the continuous improvement of tools, templates and process used by the PM community; Continually seek to improve margin and identify additional chargeable
 opportunities; Overall accountability for costs, delivery and implementation of the project; Co-ordination of internal resources and all supplier activities related to the project; Producing project plans, regular reporting against the plan; Regular communication
 with Sponsor; Ensure clean and comprehensive project exit; Proactively identify future areas of opportunity to improve delivery of service to client.</p>, '\n', <p><span><strong>Minimum Qualification:</strong></span></p>, '\n', <ul>
<li>Minimum of 5 years’ commercial experience in IBM Data Analytics</li><li>Excellent communication skills, both written and verbal</li><li>Able to start ASAP - ideally by the 15/05/17!</li></ul>, '\n', <p>We are in a position where our client can make an informed decision at speed to capture the best available candidates.</p>, '\n', <p>If you are looking for your next contract opportunity then act fast as this opportunity will not be available for long.</p>, '\n', <p>If you're interested then please submit your resume by hitting the <strong>APPLY NOW</strong> button</p>, '\n']",https://www.seek.com.au/job/33383518?type=standout&tier=no_tier&pos=59&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0033884&ref=beta
Data-Analyst,3,b'Senior Data Analyst / Steward\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'Daily Rate',b'Contract/Temp',News Corp Australia - ,b'Information &amp; Communication Technology',"[<strong>The Company:</strong>, <br/>, '\n', <br/>, ""\r\nNews Corp Australia is the nation's largest media company operating over 150 household name brands across print, digital and multimedia including The Daily Telegraph, The Australian and news.com.au. We are proud to be a central part of News Corp, a leading\r\n global network of powerful brands in news and information services, sports programming in Australia, digital real estate services, book publishing, digital education and pay-tv distribution in Australia including Fox Sports, Dow Jones, Harper Collins, Realestate.com.au\r\n and The Wall Street Journal. This role is based in our Surry Hills based Head Office."", <br/>, '\n', <br/>, '\n', <strong>The Role</strong>, <br/>, '\n', <br/>, ""\r\nNews Corp Australia are currently undertaking a highly visible and mission critical Next Generation Reporting project that puts in place reporting, matching and analytics capability underpinning all of News Corp's future reporting needs. As part of this initiative,\r\n a Data Governance Practice is being established to ensure that all data processes, tools, frameworks and priority structures are in place. Therefore we are looking for a Senior Data Steward who has either established a Data Governance Practice or worked within\r\n a mature Governance Practice, to join us on an initial 6 month contract to help shape this new environment."", <br/>, '\n', <br/>, '\n', <strong>The Person</strong>, '\n', <ul>
<li>Previous experience rolling out a data governance program in a complex data environment and/or has worked as a Data Steward in a mature governance environment</li><li>Sound understanding of Data Governance practices and methodologies in a DW/BI environment</li><li>Understanding of business drivers and appreciation for decision making processes</li><li>Well-developed communication skills at all levels.</li><li>Effective time management and task prioritisation skills.</li><li>Excellent problem solving skills and attention to detail.</li><li>Tertiary qualification in a business-related discipline and/or information systems.</li></ul>, '\n', <strong>Outcomes;</strong>, '\n', <ul>
<li>Pair Analysis matching</li><li>Workflow creation</li><li>Process documentation</li><li>User training</li><li>Identification of approvers and contributors to data ownership</li></ul>, '\n', <strong>Join Us</strong>, <br/>, '\n', <br/>, '\r\nNews Corp Australia is evolving in response to the expectations and challenges of the digital world in which we now live. We have an amazing opportunity to reinvent our industry and redefine the future of media in Australia. We are passionate about what we\r\n do and proud of our heritage of world-class journalism and entrepreneurial spirit. Our environment is supportive and friendly, we encourage innovation, collaboration and creative thinking. If you thrive on being challenged and enjoy working in a fast-paced\r\n stimulating environment, come and join us on this incredible journey.For more information on careers at News Corp Australia visit www.newscorpaustralia.com/careers\r\n      ']",https://www.seek.com.au/job/33269672?type=standout&tier=no_tier&pos=60&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0033884&ref=beta
Data-Analyst,4,,b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',Real Time Australia P/L - ,b'Information &amp; Communication Technology',,https://www.seek.com.au/job/33359004?type=standout&tier=no_tier&pos=61&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Data &amp; Reporting Analyst \r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",,b'Full Time',News Corp Australia - ,b'Banking &amp; Financial Services',"['\n', <p><strong>The Company</strong></p>, '\n', <p>News Corp Australia is the nation's largest media company operating over 150 household name brands across print, digital and multimedia including The Daily Telegraph, The Australian and news.com.au. We are proud to be a central part of News Corp, a leading
 global network of powerful brands in news and information services, sports programming in Australia, digital real estate services, book publishing, digital education and pay-tv distribution in Australia including Fox Sports, Dow Jones, Harper Collins, Realestate.com.au
 and The Wall Street Journal. This is a flexible contract role is based in our Surry Hills based Head Office.</p>, '\n', <p><strong>The Role</strong><br/>
<br/>
Your role as our Data &amp; Reporting Analyst will see you working with National Reporting and Analytics team, supporting major projects and initiatives to deliver reporting and automated insights for the business to make timely and fact-based decisions, as well
 as feeding into more advanced analytics and models. </p>, '\n', <p>The ideal candidate will be technically minded with a high level of attention to detail and a passion for translating complex and raw datasets into actionable insights that add value and meet business requirements.</p>, '\n', <p>Your key responsibilities will include the following:</p>, '\n', <ul>
<li>Design, develop and deliver regular reports to track and analyse customer behaviour and Key Performance Indicators</li><li>Creation and maintenance of accurate and insightful tools and dashboards to add value to operational &amp; consumer centric business initiatives</li><li>Ad hoc data extraction, manipulation &amp; analysis for the purpose of insights and recommendations.</li><li>Interpret and communicate results from data analysis as recommendations to internal customers of varying levels of data literacy</li><li>Drive the collection, cleansing, merging and management of customer data from various sourcesacross the business</li><li>Support data analytical thought leadership</li><li>Develop relationships both internally and externally</li></ul>, '\n', <p><strong>The Person</strong></p>, '\n', <p>The successful applicant will have the following experience and attributes:</p>, '\n', <ul>
<li>Bachelors degree in a numerical discipline such as Mathematics, Computer science etc.</li><li>Outstanding data extraction and manipulation skills, with a proven understanding of database interrogation using a range of software tools (eg, SQL, Vertica HP, Big Query etc – Intermeidate to Advanced)</li><li>Experience working with BI reporting tools (e.g. Tableau _- Intermediate to Advances, Excel – Advanced, etc)</li><li>Advanced Excel skills, including macros &amp; ODBC connectivity for the purpose of data presentation &amp; manipulation as well as building reporting tools for the business</li><li>Proven ability to transform large, complex and raw datasets into clear and actionable insights</li><li>Proactive approach to developing regular reporting, tools and dashboards to support and enable stakeholders to access data driven insights independently</li><li>Experience partnering with stakeholders across technical and on-technical disciplines</li><li>Excellent communication and interpersonal skills</li><li>Ability to work autonomously with strong time management skills</li><li>Exceptional problem solving abilities, critical thinking and demonstrated commercial awareness</li></ul>, '\n', <p><strong>Join Us: </strong></p>, '\n', <p>News Corp Australia is evolving in response to the expectations and challenges of the digital world in which we now live. We have an amazing opportunity to reinvent our industry and redefine the future of media in Australia. We are passionate about what
 we do and proud of our heritage of world-class journalism and entrepreneurial spirit. Our environment is supportive and friendly, we encourage innovation, collaboration and creative thinking. If you thrive on being challenged and enjoy working in a fast-paced
 stimulating environment, come and join us on this incredible journey.</p>, '\n', <p>For more information on careers at News Corp Australia visit:www.newscorpaustralia.com/careers</p>, '\n']",https://www.seek.com.au/job/33385976?type=standard&tier=no_tier&pos=62&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Data Visualisation Analyst - Tableau\r\n      ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'$85k - $95k p.a. + Bonus',b'Full Time',Morgan McKinley - ,b'Information &amp; Communication Technology',"['\n', <p><strong>Role: </strong>Data Visualisation Analyst (Tableau)</p>, '\n', <p><strong>Location: </strong>Sydney, CBD</p>, '\n', <p><strong>Salary: $</strong>95k base</p>, '\n', <p>My client a fast growing professional services organisation based in Sydney is currently seeking an experienced analyst with strong Tableau skills. You would have the challenge of understanding a variety of requests from stakeholders throughout the business.
 You will be relied upon for your knowledge and abilities in Tableau and visualisation to act as an internal consultant.</p>, '\n', <p><strong>Responsibilities</strong></p>, '\n', <p></p>, '\n', <ul>
<li>Working with stakeholders to develop visualisations in Tableau</li><li>Diagnosing issues in Tableau</li><li>Promoting the use of advanced analytics throughout the business</li><li>Drawing key insights for data to drive new strategy</li></ul>, '\n', <p><strong>Experience and Qualifications</strong></p>, '\n', <p></p>, '\n', <ul>
<li>Strong experience in a BI environment based on <strong>Tableau</strong> and <strong>
SQL</strong></li><li>Experience with engaging and supporting business users in the design, development and implementation of reporting solutions Tableau</li><li>Report and Dashboard design and development using <strong>Tableau</strong></li><li>Strong analytical and problem solving skills with a high degree of initiative and flexibility</li><li>Outstanding communications skills at all levels of the business</li></ul>, '\n', <p>This is a great opportunity to grow your experience in a company with an impressive trajectory; giving you access to
<strong>senior stakeholders</strong> will help you to develop business acumen and communication skills. If you would be interested in hearing more information please touch base immediately with<strong> Jack
</strong>on <strong>(02) 8986 3139 </strong>or <strong>jpope@morganmckinley.com.au</strong></p>, '\n', <p><strong>Analyst / Tableau / SQL / Trends / Dashboard / Insight / Analytics</strong></p>, '\n', <p>Morgan McKinley is acting as an Employment Agency in relation to this vacancy.</p>, '\n']",https://www.seek.com.au/job/33383158?type=standout&tier=no_tier&pos=63&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Data Analyst &amp; Support Officer\r\n    ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'$35 - $44.99 per hour',b'Full Time',Mars Recruitment - ,b'Government &amp; Defence',"['\n', <p>My client is looking for a Data Analyst &amp; Support Officer for an initial 12 month contract working within a Government organisation.</p>, '\n', <p> </p>, '\n', <ul>
<li>Advanced Excel skills are a must for this position, you will need to be switched on in terms of data e.g. what is happening with the data and what it is applying to.
</li><li>It is a very hectic and exciting fast paced work environment so you will need to be flexible and adapt well to change on both a daily basis and within the role.</li></ul>, '\n', <p> </p>, '\n', <p><strong>Key Responsibilities:</strong></p>, '\n', <ul>
<li>Extract and manipulate routine to complex data, ensuring the accuracy, integrity and relevance of information pertaining to comparative and impact analysis activities to support efficient processes.
</li><li>Comparative assessments, impact analysis, and verify data. </li><li>Schedule and prepare for meetings, briefings, pool assessments and interviews, preparing correspondence for impacted staff.
</li><li>Contribute to and support the creation, and ongoing maintenance and analysis of complex data sources, and communicate identified risks promptly to the BP Implementation to support efficient processes across the program.
</li><li>Draft templates and other documentation related to the consultation and implementation processes, including at the various stages of the placement process to support consistency and effectiveness across the program.
</li><li>Manage communication channels efficiently and effectively, directing inquiries as appropriate to facilitate the effective operation of the change process across the relevant business area.
</li><li>Gather, collate and provide background information to support informed decision making and planning.
</li><li>Maintain appropriate and accurate HR and records management systems, to ensure the integrity of data and to support the efficient retrieval of information at all stages of the program.
</li><li>Provide panels support during the pooled assessment processes to facilitate a consistent and effective process.
</li><li>Work in collaboration and provide support in recruitment, assessment, placement, onboarding and related processes to enable the delivery of outcomes for the business.</li></ul>, '\n', <p> </p>, '\n', <p><strong>Key Challenges:</strong></p>, '\n', <ul>
<li>Experience in facilitating and providing administration support for Human Resources and/or Recruitment within a high volume environment.
</li><li>Excellent MS Office skills, particularly in word, Excel and PowerPoint. <strong>
Advanced Excel skills are essential including skills in presenting, manipulating and analysing accurate data.</strong>
</li><li>Working through a significant period of transformation where changes to structures, processes and cultures will be ongoing and it is critical to maintain confidentiality and deliver to strict deadlines and stakeholder expectations.
</li><li>Keeping both outcome driven and strong customer focus in a complex environment with multiple work streams and high volume and often competing workloads that will challenge the delivery of timely outcomes.
</li><li>Maintaining systems and processes to effectively coordinate the activities of BP Implementation and while providing high quality customer service to internal and external stakeholders.
</li><li>Strong analytical and written communication skills </li><li>Experience working in a confidential environment with excellent organisation and coordination skills.
</li><li>Preferably have Visio skills (Microsoft office for org. charts) would be advantageous.
</li><li>Must have SAP experience.</li></ul>, '\n']",https://www.seek.com.au/job/33262054?type=standard&tier=no_tier&pos=64&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Data Analyst\r\n      ',b'Sydney', Ryde & Macquarie Park,,b'Contract/Temp',Synergy - ,b'Information &amp; Communication Technology',"['\r\n\r\n        My client is seeking to engage an experienced data analyst for a short term contract in Sydney (Macquarie Park) to assist in analysing data from \xa0different functional areas.', <br/>, '\n', <br/>, '\n', <br/>, '\n', <strong>Responsibilities:</strong>, <br/>, '\n', <ul>
<li>Experience with Sales and Supply Chain Management data (essential)</li><li>Microsoft Office (essential)</li><li>SQL / MS SQL Server (essential)</li><li>Excellent communication skills (essential)</li><li>Strong familiarity with data warehousing (desirable) and data mapping (essential). </li><li>Proven working experience as a data analyst (essential)</li><li>Experience with SAP for source/target mapping using a data dictionary (desirable)</li><li>Pharmaceutical industry (desirable)</li><li>Knowledge of / experience with MDM applications (desirable)</li></ul>, '\r\nFor further information regarding this role please call Andrew Keayes on 0408 688 702 or alternatively apply via this site.', <br/>, '\n', <br/>, '\n']",https://www.seek.com.au/job/33261682?type=standard&tier=no_tier&pos=65&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Master Data Analyst \r\n    ',b'Sydney'," CBD, Inner West & Eastern Suburbs",b'Competitive Salary + Super ',b'Full Time',West Recruitment - ,b'Accounting',"['\n', <p>As the Master Data Analyst, you will ensure the maintenance and accuracy of the companies internal data. You will be reporting into the Financial Controller and will be working alongside the CFO team. You will maintain control over the groups financial information
 and further enhance financial reporting through effective use of available tools.
</p>, '\n', <p>You will be: </p>, '\n', <ul>
<li>Preparing monthly reports on Key performance metrics.</li><li>Pro-actively manage finance master data quality processes</li><li>Perform data cleansing and data quality checks. </li><li>Run GL Consolidation. </li><li>Set of exchange (hyperion)</li></ul>, '\n', <p>To be successful for this role you will have:</p>, '\n', <ul>
<li>Relevant degree</li><li>Minimum 5 years experience in a similar role</li><li>Experience in Oracle, SQL, MS Office, Hyperion</li><li>Strong communication skills - oral and written</li></ul>, '\n', <p></p>, '\n', <p>To apply online, please click on the link below. Alternatively, to discuss this opportunity further please contact Leonard Coronel on 02 9689 8905.</p>, '\n', <p>Follow West Recruitment on LinkedIn to receive the latest industry news and job updates at http://www.linkedin.com/company/west-recruitment-consulting<br/>
<br/>
Please submit your resume in Word format only.</p>, '\n']",https://www.seek.com.au/job/33260412?type=standout&tier=no_tier&pos=66&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,,b'Sydney'," CBD, Inner West & Eastern Suburbs",b'$85000 - 100000 per annum',b'Full Time',NES Global Talent - ,b'Healthcare &amp; Medical',"[<strong>I am looking for a Data Analyst to join an organisation in Sydney, offering the chance to work on a landmark data health program across Australia.
<br/>
<br/>
</strong>, <br/>, '\n', <strong><em>Why work for this company?</em></strong>, <strong><em><br/>
<br/>
</em></strong>, 'The client is a Large Sydney based company that are offering the chance for a Data Analyst to work on a landmark health program working with health data from across Australia to help improve the lives of everyday Australians. You will be working\r\n on one of the largest ever health data sets in Australia and the work you do will directly impact the health of Australians cross the country.\r\n', <br/>, '\n', <strong><em><br/>
</em></strong>, <strong><em>Benefits of working at the company:<br/>
<br/>
</em></strong>, <br/>, '\n', <ul>
<li>Excellent Salary packaging options</li><li>Valued staff  with excellent training on offer and a clear path to promotions from within</li><li>Collaborative culture and supportive team environment</li><li>Flexible working conditions (Soft Start time etc)</li><li>Employee assistance program</li><li>Fixed term contract until July 2018 in line with funding, this could be extended.</li><li>Based in Surry Hills</li></ul>, '\n', <strong><em>What are your operational responsibilities?</em></strong>, <strong><em><br/>
<br/>
</em></strong>, 'In this role you will be responsible for developing appropriate methods to clean, validate and analyse the data and provide meaningful reports to participating practices, including the Department of Health and relevant stakeholders.\r\n', <br/>, '\n', <br/>, '\r\nYou will also work collaboratively within a diverse team across different areas and will be required to engage with stakeholders and team members to identify and present results and information.\r\n', <br/>, '\n', <br/>, '\n', <strong><em>Do you have what it takes?</em></strong>, <br/>, '\n', <ul>
<li>Relevant graduate or postgraduate qualifications (e.g. epidemiology, pharmacology, public health, biostatistics)</li><li>Experience in the analysis and interpretation of complex data - strong preference for Health Background.</li><li>Strong analytical and programming skills including familiarity with <strong>SAS,  SQL server and MS Analysis</strong> Services and Reporting Services</li><li>Experience implementing quality assurance processes to ensure product quality</li><li>An understanding of the technical and usability requirements of reports for various stakeholders including GPs</li><li>Ability to independently solve problems and manage personal work priorities</li><li>Demonstrated excellent written and oral communication skills as well as organizational and project management skills.</li><li>Strong negotiation skills and ability to build and manage professional working relationships within research settings</li><li>A high level computer literacy.</li></ul>, '\n', <br/>, '\n', <strong>What is the best way to secure this role?<br/>
<br/>
To apply for this role please send your most recent resume. Most importantly, please make sure your resume clearly highlights relevancy to the above requirements. <br/>
<br/>
Apply for this job online via the link or send your resume directly to Dean Coleman by emailing dean.coleman @ nesglobaltalent.com . Confidential enquiries can be made by calling Dean on  02 9696 8016 </strong>, <br/>, '\n', <br/>, '\n', <br/>, '\r\n\xa0', <br/>, '\n', <br/>, '\n', <br/>, '\r\nEstablished in 1978, NES Global Talent provides a complete range of contract and permanent talent solutions to the Oil and Gas, Power, Construction and Infrastructure, Life Sciences, Manufacturing and IT sectors worldwide. With more than 40 offices in 28 countries,\r\n we are able to provide our clients with the engineering and technical expertise they need, wherever and whenever it is needed. Offering far more than a traditional recruitment service, we fully support our contractors while they are on assignment with everything\r\n from securing visas and work permits, to providing market leading benefits packages and accommodation, ensuring they are safely and compliantly able to support our clients.\r\n        ']",https://www.seek.com.au/job/33258309?type=standout&tier=no_tier&pos=67&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
Data-Analyst,4,b'Data/Reporting Analyst\r\n      ',b'Sydney',,,b'Contract/Temp',Interpro - VIC - ,b'Information &amp; Communication Technology',"['\n', <p style=""text-align:center""><strong>Data/Reporting Analyst</strong></p>, '\n', <p style=""text-align:center""><strong>6 month contract - Sydney </strong></p>, '\n', <p><strong><br/>
</strong></p>, '\n', <p>An immensely exciting and engaging position has opened up within an experienced and productive team for one of Australia’s largest growing Telcos.</p>, '\n', <p> </p>, '\n', <p>This <span>6 month contract</span> for a <span>Data/Reporting Analyst</span> is to be based in <span>North Sydney</span> and requires someone that can proactively be responsible for the management of the department’s data through their life cycle, and for
 producing management reports.</p>, '\n', <p> </p>, '\n', <p>The successful candidate must have experience across:</p>, '\n', <p>-          MS Access (strong skills)</p>, '\n', <p>-          SQL Server Database (strong skills)</p>, '\n', <p>-          Background in data analysis</p>, '\n', <p>-          Someone who has ‘owned’ the data and the numbers</p>, '\n', <p>-          Can deal with multiple managerial stakeholders</p>, '\n', <p>-          Excellent communication, especially when juggling various direction from different senior managers</p>, '\n', <p>-          Experience working with large volume of data sets </p>, '\n', <p>-          Experience in developing reports for senior ‘non-technical’ management.</p>, '\n', <p> </p>, '\n', <p>If this is something that you are interested in, or for further details, please apply now or give Marie Sideris a call on 03 8592 7817. </p>, '\n']",https://www.seek.com.au/job/33343248?type=standard&tier=no_tier&pos=68&whereid=1000&userqueryid=34d9cbff572c55facabf5594c267aaf2-0034560&ref=beta
